YEAR,battery-technology,bioenergy-power,coal-subcritical,coal-supercritical,coal-supercritical-CCS,coal-ultrasupercritical,gas-CCGT,gas-CCGT-CCS,gas-OCGT,geo-power,hydropower,nuclear-power,oil-internal-combustion-engine,solar-pv,transmission,windoffshore-power,windonshore-power
2033,145.35198160608644,310.11302155150884,85.58721537951602,208.3954227081514,0.0,137.40356516607272,277.8312976686961,0.0,0.0,2595.194412881162,1213.133209988991,0.0,50.13626396550524,1612.9371011236467,21.925340166035056,664.2851486077367,364.42326542662136
2034,162.86905508068034,404.4398086202568,85.58721537951602,208.3954227081514,0.0,137.40356516607272,362.91103085664975,0.0,0.0,2595.194412881162,1525.7878150658062,0.0,59.6263801761953,1801.9594270024886,35.80562399060845,910.3317387974433,364.42326542662136
2035,179.9306846449348,516.613223802412,85.58721537951602,208.3954227081514,0.0,137.40356516607272,444.73827254315677,0.0,0.0,2595.194412881162,2039.847397948207,0.0,67.88090713890003,1801.9594270024886,87.22459101234175,1193.312382640527,364.42326542662136
2036,438.4894896826669,560.3302107634216,85.58721537951602,208.3954227081514,0.0,137.40356516607272,451.0656294469685,0.0,0.0,2595.194412881162,2041.3768984011585,0.0,70.68621508460822,2693.510925512635,160.33924078191075,1518.7712509308958,364.42326542662136
2037,626.0143090253486,560.3302107634216,85.58721537951602,208.3954227081514,0.0,137.40356516607272,457.3613495662611,0.0,0.0,2595.194412881162,2211.335724812535,0.0,95.76982166964345,3483.429561001681,237.0775459634453,1893.084749940332,364.42326542662136
2038,796.4915999947959,564.5604303355171,85.58721537951602,208.3954227081514,0.0,137.40356516607272,515.3545302249156,0.0,0.0,2595.194412881162,2407.5164042366105,0.0,125.08544760954995,4032.0816071987865,318.0861873134498,2323.5864482860743,433.4973682822393
2039,826.1510669015604,564.5604303355171,85.58721537951602,208.3954227081514,0.0,137.40356516607272,693.4261174049742,0.0,0.0,2595.194412881162,2409.0321804407013,0.0,184.54820797864008,4401.0628274564315,403.1062743101674,2818.7107565704964,573.5747503449037
2040,903.526392752444,567.0530812960669,85.58721537951602,208.3954227081514,0.0,137.40356516607272,908.8121928130852,0.0,0.0,2595.194412881162,2410.54340931618,0.0,255.38556885003155,4812.986274301945,492.7848941899478,3388.158174771493,734.843038766008
2041,969.3558189472519,593.8137665667036,85.58721537951602,208.3954227081514,0.0,137.40356516607272,1212.4650570910915,0.0,0.0,2595.194412881162,2410.54340931618,0.0,255.38556885003155,5305.583480396767,584.9223885228278,4043.085344918641,980.6446351225694
2042,1029.3132041410333,597.281745526353,85.58721537951602,208.3954227081514,0.0,137.40356516607272,1548.7382021085746,0.0,0.0,2595.194412881162,2410.54340931618,0.0,255.38556885003155,5502.171039098658,682.7538119305377,4796.323632576578,1430.48019701528
2043,1116.5415659296093,599.7076988080089,85.58721537951602,208.3954227081514,0.0,137.40356516607272,1914.625076094737,67.20149662602934,0.0,2595.194412881162,2410.54340931618,0.0,255.38556885003155,5609.698582103863,786.0201704226582,5662.630519594847,1982.2208276506326
2044,1116.5415659296093,602.7128484356601,85.58721537951602,208.3954227081514,0.0,137.40356516607272,2107.1927861009985,464.72760203309593,0.0,2595.194412881162,2437.335512294226,0.0,255.38556885003155,5862.974428747085,895.8863436323322,6658.97873342343,2374.4032252472016
2045,1193.2504896815349,632.8909616831507,85.58721537951602,208.3954227081514,0.0,137.40356516607272,2225.252106185024,928.5178770565783,0.0,2631.445227399227,2437.335512294226,120.42004237462866,255.38556885003155,5907.742926699424,1012.3522373988895,7804.88877762982,2815.5994475145535
2046,1446.0509832896057,632.8909616831507,85.58721537951602,208.3954227081514,0.0,137.40356516607272,2306.561981900348,1062.5502409160529,0.0,2631.445227399227,2437.335512294226,638.994811910658,255.38556885003155,5955.58679326357,1135.676700656924,9122.81137857203,3266.8976097805457
2047,1761.3347192927206,632.8909616831507,85.58721537951602,208.3954227081514,0.0,137.40356516607272,2383.307795106366,1271.2842794363178,0.0,2631.445227399227,2437.335512294226,1255.061638119461,255.38556885003155,5984.601729966976,1266.5067115765587,10748.463817746491,3594.9272898708145
