unit_id,plant_id,unit_name,plant_name,operating_status,primary_fuel,technology,capacity,capacity_rating,admin_0,admin_1,latitude,longitude,location_accuracy,secondary_fuel,tertiary_fuel,quaternary_fuel,quinary_fuel,start_date,retired_date,planned_retire_date,is_captive,captive_use,captive_sector,has_ccs,constructed_before,constructed_after,construction_date,river,operating_status_detail
TZPWR2403000054445U000,TZPWR2403000054445,Kuchlak (El Passo Technology) solar farm - 1,Kuchlak (El Passo Technology) solar farm,committed,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,30.1909,66.9837,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054445U001,TZPWR2403000054445,Kuchlak (El Passo Technology) solar farm - 2,Kuchlak (El Passo Technology) solar farm,committed,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,30.1909,66.9837,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054446U000,TZPWR2403000054446,Kuchlak (Engro Energy) solar farm - 1,Kuchlak (Engro Energy) solar farm,inactive,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,30.3628,66.9497,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054446U001,TZPWR2403000054446,Kuchlak (Engro Energy) solar farm - 2,Kuchlak (Engro Energy) solar farm,inactive,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,30.3628,66.9497,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054446U002,TZPWR2403000054446,Kuchlak (Engro Energy) solar farm - 3,Kuchlak (Engro Energy) solar farm,inactive,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,30.3628,66.9497,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054446U003,TZPWR2403000054446,Kuchlak (Engro Energy) solar farm - 4,Kuchlak (Engro Energy) solar farm,inactive,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,30.3628,66.9497,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054447U000,TZPWR2403000054447,Kulachi (FAS) solar farm,Kulachi (FAS) solar farm,committed,NA,photovoltaic-unspecified,50,MW,PAK,PAK-TA,34.6823,71.4284,approximate,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054448U000,TZPWR2403000054448,Kulachi solar farm,Kulachi solar farm,planned,NA,photovoltaic-unspecified,50,MWp/dc,PAK,PAK-TA,34.6823,71.4284,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054449U000,TZPWR2403000054449,Lahore Waste-to-Energy power station - 1,Lahore Waste-to-Energy power station,planned,municipal-and-industrial-wastes,waste,40,MW,PAK,PAK-PB,31.6277,74.4186,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054450U000,TZPWR2403000054450,Lahore power station - --,Lahore power station,inactive,coal-unspecified,coal-unspecified,440,MW,PAK,PAK-PB,31.549722,74.343611,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054451U000,TZPWR2403000054451,Lakeside Energy wind farm,Lakeside Energy wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.012,67.7308,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054452U000,TZPWR2403000054452,Lakhra mine-to-mouth power station - --,Lakhra mine-to-mouth power station,inactive,coal-unspecified,coal-unspecified,450,MW,PAK,PAK-BA,25.865,66.451667,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054453U000,TZPWR2403000054453,Lakhra power station - Expansion,Lakhra power station,inactive,lignite,supercritical,1320,MW,PAK,PAK-SD,25.705733,68.286467,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054453U001,TZPWR2403000054453,Lakhra power station - Unit 1,Lakhra power station,inactive,lignite,subcritical,50,MW,PAK,PAK-SD,25.705733,68.286467,exact,NA,NA,NA,NA,01/01/1995,,,FALSE,,,FALSE,,,,,mothballed
TZPWR2403000054453U002,TZPWR2403000054453,Lakhra power station - Unit 2,Lakhra power station,inactive,lignite,subcritical,50,MW,PAK,PAK-SD,25.705733,68.286467,exact,NA,NA,NA,NA,01/01/1995,,,FALSE,,,FALSE,,,,,mothballed
TZPWR2403000054453U003,TZPWR2403000054453,Lakhra power station - Unit 3,Lakhra power station,inactive,lignite,subcritical,50,MW,PAK,PAK-SD,25.705733,68.286467,exact,NA,NA,NA,NA,01/01/1996,,,FALSE,,,FALSE,,,,,mothballed
TZPWR2403000054454U000,TZPWR2403000054454,Lal Sohanra solar farm,Lal Sohanra solar farm,inactive,NA,photovoltaic-unspecified,50,MW,PAK,PAK-PB,29.4445,71.9861,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054455U000,TZPWR2403000054455,Lalpir Power Limited power station - 1,Lalpir Power Limited power station,operating,heavy-fuel-oil,steam-turbine,326,MW,PAK,PAK-PB,30.17224484,70.99356286,exact,diesel,NA,NA,NA,01/01/1994,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054456U000,TZPWR2403000054456,Lasbela solar farm,Lasbela solar farm,committed,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,25.0662,66.8744,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054457U000,TZPWR2403000054457,Layyah Sugar Mills power station - 1,Layyah Sugar Mills power station,operating,agricultural-waste-solids,biomass,41,MW,PAK,PAK-PB,30.9861,70.9497,exact,NA,NA,NA,NA,01/01/2017,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054458U000,TZPWR2403000054458,Layyah solar farm,Layyah solar farm,committed,NA,photovoltaic-unspecified,1200,MW,PAK,PAK-PB,30.6669,71.5473,approximate,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054459U000,TZPWR2403000054459,Liberty Power Tech power station - 1-11,Liberty Power Tech power station,operating,heavy-fuel-oil,internal-combustion-combined-cycle,185.9,MW,PAK,PAK-PB,31.69855692,73.20835882,exact,NA,NA,NA,NA,01/01/2011,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054459U001,TZPWR2403000054459,Liberty Power Tech power station - 12,Liberty Power Tech power station,operating,heavy-fuel-oil,steam-turbine,14,MW,PAK,PAK-PB,31.69855692,73.20835882,exact,NA,NA,NA,NA,01/01/2011,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054460U000,TZPWR2403000054460,Liberty Wind Farm 1,Liberty Wind Farm 1,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,24.9097,67.7997,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054461U000,TZPWR2403000054461,Liberty Wind Farm 2,Liberty Wind Farm 2,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,24.9008,67.7932,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054462U000,TZPWR2403000054462,Liberty power station - 1,Liberty power station,operating,natural-gas,combined-cycle,235,MW,PAK,PAK-SD,28.0321419,69.633708,exact,diesel,NA,NA,NA,01/01/2001,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054463U000,TZPWR2403000054463,Lower Palas Valley hydroelectric plant,Lower Palas Valley hydroelectric plant,committed,water,hydro-run-of-river,665,MW,PAK,PAK-TA,33.7128,71.2679,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Indus River,pre_construction
TZPWR2403000054464U000,TZPWR2403000054464,Lower Spat Gah hydroelectric plant,Lower Spat Gah hydroelectric plant,committed,water,hydro-run-of-river,496,MW,PAK,PAK-TA,33.7128,71.2679,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Indus River,pre_construction
TZPWR2403000054465U000,TZPWR2403000054465,Lucky Cement solar farm - 1,Lucky Cement solar farm,operating,NA,photovoltaic-unspecified,34,MW,PAK,PAK-NW,32.291,70.7378,approximate,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054465U001,TZPWR2403000054465,Lucky Cement solar farm - 2,Lucky Cement solar farm,operating,NA,photovoltaic-unspecified,25,MW,PAK,PAK-SD,25.0557,67.4998,approximate,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054466U000,TZPWR2403000054466,Madian hydroelectric plant,Madian hydroelectric plant,committed,water,hydro-reservoir,157,MW,PAK,PAK-PB,31.2501,72.8001,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Swat River,pre_construction
TZPWR2403000054467U000,TZPWR2403000054467,Mahl hydroelectric plant,Mahl hydroelectric plant,committed,water,hydro-run-of-river,640,MW,PAK,PAK-JK,33.8441,73.7966,approximate,NA,NA,NA,NA,01/01/2029,,,FALSE,,,FALSE,,,,Jhelum River,pre_construction
TZPWR2403000054468U000,TZPWR2403000054468,Mahmoodkot power station - --,Mahmoodkot power station,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-PB,30.191,71.011,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054469U000,TZPWR2403000054469,Malakand 3 hydroelectric plant,Malakand 3 hydroelectric plant,operating,water,hydro-run-of-river,81,MW,PAK,PAK-NW,34.678,72.2243,approximate,NA,NA,NA,NA,01/01/2008,,,FALSE,,,FALSE,,,,Swat River,operating
TZPWR2403000054470U000,TZPWR2403000054470,Mangla hydroelectric plant,Mangla hydroelectric plant,operating,water,hydro-reservoir,1070,MW,PAK,PAK-JK,33.1274,73.644,exact,NA,NA,NA,NA,01/01/1986,,,FALSE,,,FALSE,,,,Jhelum River,operating
TZPWR2403000054470U001,TZPWR2403000054470,Mangla hydroelectric plant,Mangla hydroelectric plant,committed,water,hydro-reservoir,250,MW,PAK,PAK-JK,33.1274,73.644,exact,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,Jhelum River,under_construction
TZPWR2403000054471U000,TZPWR2403000054471,Manjhand solar farm - 1,Manjhand solar farm,inactive,NA,photovoltaic-unspecified,50,MW,PAK,PAK-SD,25.452,68.2732,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054471U001,TZPWR2403000054471,Manjhand solar farm - 2,Manjhand solar farm,inactive,NA,photovoltaic-unspecified,350,MW,PAK,PAK-SD,24.8597,67.022,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054472U000,TZPWR2403000054472,Maple Leaf power station - --,Maple Leaf power station,operating,coal-unspecified,subcritical,40,MW,PAK,PAK-PB,32.904671,71.610642,exact,petrolium-coke,NA,NA,NA,01/01/2017,,,TRUE,industrial,cement/building,FALSE,,,,,operating
TZPWR2403000054473U000,TZPWR2403000054473,Master Green Energy wind farm,Master Green Energy wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.3929,68.1246,exact,NA,NA,NA,NA,01/01/2021,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054474U000,TZPWR2403000054474,Master Wind Energy wind farm,Master Wind Energy wind farm,operating,NA,wind-onshore,53,MW,PAK,PAK-SD,25.0892,67.9997,exact,NA,NA,NA,NA,01/01/2016,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054475U000,TZPWR2403000054475,Matiltan hydroelectric plant,Matiltan hydroelectric plant,committed,water,hydro-run-of-river,84,MW,PAK,PAK-NW,35.5662,72.6692,exact,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,Suvastu River,under_construction
TZPWR2403000054476U000,TZPWR2403000054476,Meridian Energy wind farm,Meridian Energy wind farm,committed,NA,wind-onshore,50,MW,PAK,PAK-BA,30.0488,69.8111,approximate,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,under_construction
TZPWR2403000054477U000,TZPWR2403000054477,Metro Power wind farm,Metro Power wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.1718,67.9695,exact,NA,NA,NA,NA,01/01/2016,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054478U000,TZPWR2403000054478,Metro Wind Power wind farm,Metro Wind Power wind farm,operating,NA,wind-onshore,60,MW,PAK,PAK-SD,24.9921,67.7031,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054479U000,TZPWR2403000054479,Middle Palas Valley hydroelectric plant,Middle Palas Valley hydroelectric plant,committed,water,hydro-reservoir,398,MW,PAK,PAK-TA,33.7128,71.2679,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Indus River,pre_construction
TZPWR2403000054480U000,TZPWR2403000054480,Middle Spat Gah hydroelectric plant,Middle Spat Gah hydroelectric plant,committed,water,hydro-reservoir,489,MW,PAK,PAK-TA,33.7128,71.2679,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Gabarband Gah River,pre_construction
TZPWR2403000054481U000,TZPWR2403000054481,Mohmand hydroelectric plant,Mohmand hydroelectric plant,committed,water,hydro-reservoir,800,MW,PAK,PAK-TA,34.5342,71.2756,approximate,NA,NA,NA,NA,01/01/2025,,,FALSE,,,FALSE,,,,Swat River,under_construction
TZPWR2403000054482U000,TZPWR2403000054482,Mouza Saddan Wali power station - --,Mouza Saddan Wali power station,inactive,coal-unspecified,coal-unspecified,1320,MW,PAK,PAK-PB,30.333333,71.083333,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054483U000,TZPWR2403000054483,Multan power station - Unit 1,Multan power station,inactive,coal-unspecified,coal-unspecified,55,MW,PAK,PAK-PB,30.197778,71.469722,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054483U001,TZPWR2403000054483,Multan power station - Unit 2,Multan power station,inactive,coal-unspecified,coal-unspecified,55,MW,PAK,PAK-PB,30.197778,71.469722,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054484U000,TZPWR2403000054484,Muzaffargarh power station - --,Muzaffargarh power station,inactive,coal-unspecified,coal-unspecified,1340,MW,PAK,PAK-PB,30.105559,71.163855,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054484U001,TZPWR2403000054484,Muzaffargarh power station - 1,Muzaffargarh power station,operating,natural-gas,steam-turbine,210,MW,PAK,PAK-PB,30.1042153,71.1587064,exact,fuel-oil,NA,NA,NA,01/01/1993,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054484U002,TZPWR2403000054484,Muzaffargarh power station - 2,Muzaffargarh power station,operating,natural-gas,steam-turbine,210,MW,PAK,PAK-PB,30.1042153,71.1587064,exact,fuel-oil,NA,NA,NA,01/01/1994,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054484U003,TZPWR2403000054484,Muzaffargarh power station - 3,Muzaffargarh power station,operating,natural-gas,steam-turbine,210,MW,PAK,PAK-PB,30.1042153,71.1587064,exact,fuel-oil,NA,NA,NA,01/01/1995,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054484U004,TZPWR2403000054484,Muzaffargarh power station - 4,Muzaffargarh power station,operating,natural-gas,steam-turbine,200,MW,PAK,PAK-PB,30.1042153,71.1587064,exact,fuel-oil,NA,NA,NA,01/01/1995,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054484U005,TZPWR2403000054484,Muzaffargarh power station - 5,Muzaffargarh power station,operating,natural-gas,steam-turbine,200,MW,PAK,PAK-PB,30.1042153,71.1587064,exact,fuel-oil,NA,NA,NA,01/01/1995,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054484U006,TZPWR2403000054484,Muzaffargarh power station - 6,Muzaffargarh power station,operating,natural-gas,steam-turbine,320,MW,PAK,PAK-PB,30.1042153,71.1587064,exact,fuel-oil,NA,NA,NA,01/01/1997,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054485U000,TZPWR2403000054485,Muzaffargarh solar farm - 1,Muzaffargarh solar farm,planned,NA,photovoltaic-unspecified,160,MWac,PAK,PAK-PB,30.5799,71.2362,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054485U001,TZPWR2403000054485,Muzaffargarh solar farm - 2,Muzaffargarh solar farm,planned,NA,photovoltaic-unspecified,160,MWac,PAK,PAK-PB,30.5799,71.2362,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054485U002,TZPWR2403000054485,Muzaffargarh solar farm - 3,Muzaffargarh solar farm,planned,NA,photovoltaic-unspecified,160,MWac,PAK,PAK-PB,30.5799,71.2362,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054485U003,TZPWR2403000054485,Muzaffargarh solar farm - 4,Muzaffargarh solar farm,planned,NA,photovoltaic-unspecified,160,MWac,PAK,PAK-PB,30.5799,71.2362,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054486U000,TZPWR2403000054486,Muzaffargarh sugar mill power station - Unit 1,Muzaffargarh sugar mill power station,operating,coal-unspecified,unspecified-cofiring,60,MW,PAK,PAK-PB,30.29455,70.96697,exact,agricultural-waste-solids,NA,NA,NA,01/01/2017,,,FALSE,industrial,sugar,FALSE,,,,,operating
TZPWR2403000054486U001,TZPWR2403000054486,Muzaffargarh sugar mill power station - Unit 2,Muzaffargarh sugar mill power station,operating,coal-unspecified,unspecified-cofiring,60,MW,PAK,PAK-PB,30.29455,70.96697,exact,agricultural-waste-solids,NA,NA,NA,01/01/2017,,,FALSE,industrial,sugar,FALSE,,,,,operating
TZPWR2403000054487U000,TZPWR2403000054487,NBT wind farm - 1,NBT wind farm,inactive,NA,wind-onshore,250,MW,PAK,PAK-SD,25.3304,68.0989,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054487U001,TZPWR2403000054487,NBT wind farm - 2,NBT wind farm,inactive,NA,wind-onshore,250,MW,PAK,PAK-SD,25.3816,68.1376,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054488U000,TZPWR2403000054488,Nandipur power station - 1,Nandipur power station,operating,liquified-natural-gas,combined-cycle,567,MW,PAK,PAK-PB,32.2425932,74.266934,exact,NA,NA,NA,NA,01/01/2014,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054489U000,TZPWR2403000054489,Narowal power plant - 1:11,Narowal power plant,operating,heavy-fuel-oil,internal-combustion-combined-cycle,202.4,MW,PAK,PAK-PB,32.05924565,74.78168249,exact,NA,NA,NA,NA,01/01/2012,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054489U001,TZPWR2403000054489,Narowal power plant - 12,Narowal power plant,operating,heavy-fuel-oil,steam-turbine,16.5,MW,PAK,PAK-PB,32.05924565,74.78168249,exact,NA,NA,NA,NA,01/01/2012,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054490U000,TZPWR2403000054490,Nasda Green Energy wind farm,Nasda Green Energy wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.0056,67.7524,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054491U000,TZPWR2403000054491,Neckeherdim-Paur hydroelectric plant,Neckeherdim-Paur hydroelectric plant,inactive,water,hydro-run-of-river,80,MW,PAK,PAK-NW,36.3318,72.2872,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Yarkun River,inactive
TZPWR2403000054492U000,TZPWR2403000054492,Neelum Jhelum hydroelectric plant,Neelum Jhelum hydroelectric plant,operating,water,hydro-reservoir,969,MW,PAK,PAK-JK,34.3929,73.7169,exact,NA,NA,NA,NA,01/01/2018,,,FALSE,,,FALSE,,,,Neelum River,operating
TZPWR2403000054493U000,TZPWR2403000054493,New Bong Escape hydroelectric plant,New Bong Escape hydroelectric plant,operating,water,hydro-run-of-river,84,MW,PAK,PAK-JK,33.0914,73.7133,exact,NA,NA,NA,NA,01/01/2013,,,FALSE,,,FALSE,,,,Upper Jhelum River,operating
TZPWR2403000054494U000,TZPWR2403000054494,New Park Energy wind farm,New Park Energy wind farm,inactive,NA,wind-onshore,45,MW,PAK,PAK-SD,24.7791,67.3347,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054495U000,TZPWR2403000054495,Nishat Chunian power station - 1:11,Nishat Chunian power station,operating,heavy-fuel-oil,internal-combustion-combined-cycle,185.9,MW,PAK,PAK-PB,31.12372889,73.90166583,exact,diesel,NA,NA,NA,01/01/2010,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054495U001,TZPWR2403000054495,Nishat Chunian power station - 12,Nishat Chunian power station,operating,heavy-fuel-oil,steam-turbine,14,MW,PAK,PAK-PB,31.12372889,73.90166583,exact,diesel,NA,NA,NA,01/01/2010,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054496U000,TZPWR2403000054496,Nishat Power Limited power plant - 1:11,Nishat Power Limited power plant,operating,heavy-fuel-oil,internal-combustion-combined-cycle,185.9,MW,PAK,PAK-PB,31.12372889,73.90166583,exact,NA,NA,NA,NA,01/01/2010,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054496U001,TZPWR2403000054496,Nishat Power Limited power plant - 12,Nishat Power Limited power plant,operating,heavy-fuel-oil,steam-turbine,14,MW,PAK,PAK-PB,31.12372889,73.90166583,exact,NA,NA,NA,NA,01/01/2010,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054497U000,TZPWR2403000054497,Nishat Rahim Yar Khan power station - --,Nishat Rahim Yar Khan power station,inactive,coal-unspecified,supercritical,660,MW,PAK,PAK-PB,28.935,70.941,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054498U000,TZPWR2403000054498,Nooriabad power plant - 1,Nooriabad power plant,operating,natural-gas,combined-cycle,50,MW,PAK,PAK-SD,25.27403785,68.48645748,approximate,NA,NA,NA,NA,01/01/2017,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054498U001,TZPWR2403000054498,Nooriabad power plant - 2,Nooriabad power plant,operating,natural-gas,combined-cycle,50,MW,PAK,PAK-SD,25.27403785,68.48645748,approximate,NA,NA,NA,NA,01/01/2017,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054499U000,TZPWR2403000054499,Nooriabad solar farm - 1,Nooriabad solar farm,planned,NA,photovoltaic-unspecified,50,MWp/dc,PAK,PAK-SD,25.3201,68.007,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054499U001,TZPWR2403000054499,Nooriabad solar farm - 2,Nooriabad solar farm,planned,NA,photovoltaic-unspecified,50,MWp/dc,PAK,PAK-SD,25.3201,68.007,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054499U002,TZPWR2403000054499,Nooriabad solar farm - 3,Nooriabad solar farm,planned,NA,photovoltaic-unspecified,50,MWp/dc,PAK,PAK-SD,25.3201,68.007,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054500U000,TZPWR2403000054500,Norinco wind farm,Norinco wind farm,planned,NA,wind-onshore,100,MW,PAK,PAK-SD,25.1121,68.0332,approximate,NA,NA,NA,NA,01/01/2025,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054501U000,TZPWR2403000054501,Oracle Green Hydrogen solar farm,Oracle Green Hydrogen solar farm,planned,NA,photovoltaic-unspecified,700,MW,PAK,PAK-SD,26.4445,69.0358,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054502U000,TZPWR2403000054502,Oracle Green Hydrogen wind farm,Oracle Green Hydrogen wind farm,planned,NA,wind-onshore,500,MW,PAK,PAK-SD,25.1529,68.0412,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054503U000,TZPWR2403000054503,Orient power station - 1,Orient power station,operating,natural-gas,combined-cycle,225,MW,PAK,PAK-PB,31.1880052,73.8879167,exact,diesel,NA,NA,NA,01/01/2010,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054504U000,TZPWR2403000054504,Pakgen Power Limited power plant - 1,Pakgen Power Limited power plant,operating,heavy-fuel-oil,steam-turbine,365,MW,PAK,PAK-PB,30.17287093,70.99344484,exact,diesel,NA,NA,NA,01/01/1995,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054505U000,TZPWR2403000054505,Panjgoor solar farm,Panjgoor solar farm,committed,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,25.1893,64.6054,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054506U000,TZPWR2403000054506,Patan hydroelectric plant,Patan hydroelectric plant,committed,water,hydro-run-of-river,2400,MW,PAK,PAK-TA,33.7128,71.2679,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Indus River,pre_construction
TZPWR2403000054507U000,TZPWR2403000054507,Patrind hydroelectric plant,Patrind hydroelectric plant,operating,water,hydro-run-of-river,150,MW,PAK,PAK-JK,34.3411,73.4295,exact,NA,NA,NA,NA,01/01/2017,,,FALSE,,,FALSE,,,,Kunhar River,operating
TZPWR2403000054508U000,TZPWR2403000054508,Phandar hydroelectric plant,Phandar hydroelectric plant,committed,water,hydro-run-of-river,80,MW,PAK,PAK-NA,36,75,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Ghizer River,pre_construction
TZPWR2403000054509U000,TZPWR2403000054509,Pishin solar farm,Pishin solar farm,inactive,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,30.5829,66.9966,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,shelved
TZPWR2403000054510U000,TZPWR2403000054510,Port Qasim Burj power station - Unit 1,Port Qasim Burj power station,inactive,coal-unspecified,subcritical,125,MW,PAK,PAK-SD,24.766667,67.333333,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054510U001,TZPWR2403000054510,Port Qasim Burj power station - Unit 2,Port Qasim Burj power station,inactive,coal-unspecified,subcritical,125,MW,PAK,PAK-SD,24.766667,67.333333,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054510U002,TZPWR2403000054510,Port Qasim Burj power station - Unit 3,Port Qasim Burj power station,inactive,coal-unspecified,subcritical,125,MW,PAK,PAK-SD,24.766667,67.333333,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054510U003,TZPWR2403000054510,Port Qasim Burj power station - Unit 4,Port Qasim Burj power station,inactive,coal-unspecified,subcritical,125,MW,PAK,PAK-SD,24.766667,67.333333,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054511U000,TZPWR2403000054511,Port Qasim Datang power station - Unit 1,Port Qasim Datang power station,inactive,coal-unspecified,supercritical,350,MW,PAK,PAK-SD,24.766667,67.333333,approximate,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,cancelled
