unit_id,plant_id,unit_name,plant_name,operating_status,primary_fuel,technology,capacity,capacity_rating,admin_0,admin_1,latitude,longitude,location_accuracy,secondary_fuel,tertiary_fuel,quaternary_fuel,quinary_fuel,start_date,retired_date,planned_retire_date,is_captive,captive_use,captive_sector,has_ccs,constructed_before,constructed_after,construction_date,river,operating_status_detail
TZPWR2403000054382U001,TZPWR2403000054382,GTPS Faisalabad power station - 1-2,GTPS Faisalabad power station,inactive,natural-gas,gas-turbine,100,MW,PAK,PAK-PB,31.444352,73.133493,exact,diesel,NA,NA,NA,01/01/1975,,,FALSE,,,FALSE,,,,,mothballed
TZPWR2403000054383U000,TZPWR2403000054383,Gabral Kalam hydroelectric plant,Gabral Kalam hydroelectric plant,committed,water,hydro-run-of-river,88,MW,PAK,PAK-NW,35.4908,72.5802,approximate,NA,NA,NA,NA,01/01/2025,,,FALSE,,,FALSE,,,,Gabral River,pre_construction
TZPWR2403000054384U000,TZPWR2403000054384,Gadani Power Park - Unit 1,Gadani Power Park,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-BA,25.119444,66.731944,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054384U001,TZPWR2403000054384,Gadani Power Park - Unit 2,Gadani Power Park,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-BA,25.119444,66.731944,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054384U002,TZPWR2403000054384,Gadani Power Park - Unit 3,Gadani Power Park,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-BA,25.119444,66.731944,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054384U003,TZPWR2403000054384,Gadani Power Park - Unit 4,Gadani Power Park,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-BA,25.119444,66.731944,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054384U004,TZPWR2403000054384,Gadani Power Park - Unit 5,Gadani Power Park,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-BA,25.119444,66.731944,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054384U005,TZPWR2403000054384,Gadani Power Park - Unit 6,Gadani Power Park,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-BA,25.119444,66.731944,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054384U006,TZPWR2403000054384,Gadani Power Park - Unit 7,Gadani Power Park,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-BA,25.119444,66.731944,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054384U007,TZPWR2403000054384,Gadani Power Park - Unit 8,Gadani Power Park,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-BA,25.119444,66.731944,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054384U008,TZPWR2403000054384,Gadani Power Park - Unit 9,Gadani Power Park,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-BA,25.119444,66.731944,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054384U009,TZPWR2403000054384,Gadani Power Park - Unit 10,Gadani Power Park,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-BA,25.119444,66.731944,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054385U000,TZPWR2403000054385,Gharo Mirpur Sakro solar farm,Gharo Mirpur Sakro solar farm,operating,NA,photovoltaic-unspecified,50,MWp/dc,PAK,PAK-SD,24.7109,67.5593,exact,NA,NA,NA,NA,01/01/2019,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054386U000,TZPWR2403000054386,Ghazi Barotha hydroelectric plant,Ghazi Barotha hydroelectric plant,operating,water,hydro-run-of-river,1450,MW,PAK,PAK-PB,33.7809,72.2562,exact,NA,NA,NA,NA,01/01/2003,,,FALSE,,,FALSE,,,,Indus River,operating
TZPWR2403000054387U000,TZPWR2403000054387,Golen Gol hydroelectric plant,Golen Gol hydroelectric plant,operating,water,hydro-reservoir,108,MW,PAK,PAK-NW,35.9505,71.9582,exact,NA,NA,NA,NA,01/01/2018,,,FALSE,,,FALSE,,,,Golen Gol River,operating
TZPWR2403000054388U000,TZPWR2403000054388,Gorkin Matiltan hydroelectric plant,Gorkin Matiltan hydroelectric plant,committed,water,hydro-run-of-river,84,MW,PAK,PAK-NW,35.4899,72.5802,approximate,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,Ushu River,under_construction
TZPWR2403000054389U000,TZPWR2403000054389,Grange Holdings power station - --,Grange Holdings power station,inactive,coal-unspecified,coal-unspecified,163,MW,PAK,PAK-PB,30.285195,73.062344,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054390U000,TZPWR2403000054390,Guddu power station - 1,Guddu power station,inactive,natural-gas,steam-turbine,110,MW,PAK,PAK-SD,28.424884,69.700893,exact,NA,NA,NA,NA,01/01/1974,,,FALSE,,,FALSE,,,,,mothballed
TZPWR2403000054390U001,TZPWR2403000054390,Guddu power station - 2,Guddu power station,inactive,natural-gas,steam-turbine,110,MW,PAK,PAK-SD,28.424884,69.700893,exact,NA,NA,NA,NA,01/01/1974,,,FALSE,,,FALSE,,,,,mothballed
TZPWR2403000054390U002,TZPWR2403000054390,Guddu power station - 3,Guddu power station,inactive,natural-gas,steam-turbine,210,MW,PAK,PAK-SD,28.424884,69.700893,exact,fuel-oil,NA,NA,NA,01/01/1980,,,FALSE,,,FALSE,,,,,mothballed
TZPWR2403000054390U003,TZPWR2403000054390,Guddu power station - 4,Guddu power station,inactive,natural-gas,steam-turbine,210,MW,PAK,PAK-SD,28.424884,69.700893,exact,fuel-oil,NA,NA,NA,01/01/1985,,,FALSE,,,FALSE,,,,,mothballed
TZPWR2403000054390U004,TZPWR2403000054390,Guddu power station - 5-6,Guddu power station,operating,natural-gas,combined-cycle,200,MW,PAK,PAK-SD,28.424884,69.700893,exact,NA,NA,NA,NA,01/01/1987,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054390U005,TZPWR2403000054390,Guddu power station - 7-10,Guddu power station,operating,natural-gas,gas-turbine,400,MW,PAK,PAK-SD,28.424884,69.700893,exact,NA,NA,NA,NA,01/01/1987,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054390U006,TZPWR2403000054390,Guddu power station - 11-12,Guddu power station,operating,natural-gas,gas-turbine,272,MW,PAK,PAK-SD,28.424884,69.700893,exact,NA,NA,NA,NA,01/01/1992,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054390U007,TZPWR2403000054390,Guddu power station - 13,Guddu power station,operating,natural-gas,combined-cycle,143,MW,PAK,PAK-SD,28.424884,69.700893,exact,NA,NA,NA,NA,01/01/1992,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054390U008,TZPWR2403000054390,Guddu power station - 14-16,Guddu power station,operating,natural-gas,combined-cycle,747,MW,PAK,PAK-SD,28.424884,69.700893,exact,diesel,NA,NA,NA,01/01/2014,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054391U000,TZPWR2403000054391,Gujrat power station - Unit 1,Gujrat power station,inactive,coal-unspecified,coal-unspecified,55,MW,PAK,PAK-PB,32.573797,74.078939,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054391U001,TZPWR2403000054391,Gujrat power station - Unit 2,Gujrat power station,inactive,coal-unspecified,coal-unspecified,55,MW,PAK,PAK-PB,32.573797,74.078939,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054392U000,TZPWR2403000054392,Gul Ahmed (DL Energy) wind farm,Gul Ahmed (DL Energy) wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.1531,67.9684,exact,NA,NA,NA,NA,01/01/2016,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054393U000,TZPWR2403000054393,Gul Ahmed (Hydro China) wind farm,Gul Ahmed (Hydro China) wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.153,67.9684,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054394U000,TZPWR2403000054394,Gul Ahmed Power Project power plant - 1:9,Gul Ahmed Power Project power plant,operating,heavy-fuel-oil,internal-combustion-combined-cycle,135.9,MW,PAK,PAK-SD,24.85061298,67.14633224,exact,NA,NA,NA,NA,01/01/1997,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054395U000,TZPWR2403000054395,Gulpur hydroelectric plant,Gulpur hydroelectric plant,operating,water,hydro-run-of-river,102,MW,PAK,PAK-JK,33.4544,73.8633,exact,NA,NA,NA,NA,01/01/2020,,,FALSE,,,FALSE,,,,Poonch River,operating
TZPWR2403000054396U000,TZPWR2403000054396,Gwadar (CPEC) solar farm,Gwadar (CPEC) solar farm,planned,NA,photovoltaic-unspecified,300,MW,PAK,PAK-BA,25.1893,64.6054,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054397U000,TZPWR2403000054397,Gwadar (ib voght) solar farm,Gwadar (ib voght) solar farm,planned,NA,photovoltaic-unspecified,62.2,MW,PAK,PAK-BA,25.1893,64.6054,approximate,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,,announced
TZPWR2403000054398U000,TZPWR2403000054398,Gwadar power station - Unit 1,Gwadar power station,committed,coal-unspecified,subcritical,150,MW,PAK,PAK-BA,25.2052,62.3519,approximate,NA,NA,NA,NA,01/01/2025,,,FALSE,,,FALSE,,,,,permitted
TZPWR2403000054398U001,TZPWR2403000054398,Gwadar power station - Unit 2,Gwadar power station,committed,coal-unspecified,subcritical,150,MW,PAK,PAK-BA,25.2052,62.3519,approximate,NA,NA,NA,NA,01/01/2025,,,FALSE,,,FALSE,,,,,permitted
TZPWR2403000054399U000,TZPWR2403000054399,HND Energy wind farm,HND Energy wind farm,committed,NA,wind-onshore,50,MW,PAK,PAK-BA,30.0488,69.8111,approximate,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,under_construction
TZPWR2403000054400U000,TZPWR2403000054400,Habibullah Coastal power station - 1,Habibullah Coastal power station,inactive,natural-gas,combined-cycle,140,MW,PAK,PAK-BA,30.2699362,66.9649792,exact,diesel,NA,NA,NA,01/01/1999,,,FALSE,,,FALSE,,,,,mothballed
TZPWR2403000054401U000,TZPWR2403000054401,Halmore power station - 1,Halmore power station,operating,natural-gas,combined-cycle,225,MW,PAK,PAK-PB,30.2777577,66.9726396,exact,diesel,NA,NA,NA,01/01/2011,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054402U000,TZPWR2403000054402,Haveli Bahadur Shah (HBS) power station - 1,Haveli Bahadur Shah (HBS) power station,operating,liquified-natural-gas,combined-cycle,1230,MW,PAK,PAK-PB,31.127192,72.189402,exact,NA,NA,NA,NA,01/01/2018,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054403U000,TZPWR2403000054403,Hawa Energy wind farm,Hawa Energy wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.1428,68.0551,exact,NA,NA,NA,NA,01/01/2018,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054404U000,TZPWR2403000054404,Helios Power wind farm,Helios Power wind farm,committed,NA,wind-onshore,50,MW,PAK,PAK-BA,30.0488,69.8111,approximate,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,under_construction
TZPWR2403000054405U000,TZPWR2403000054405,Hub Cement power station - --,Hub Cement power station,operating,coal-unspecified,unspecified-cofiring,30,MW,PAK,PAK-BA,25.15589,66.78361,exact,municipal-and-industrial-wastes,NA,NA,NA,01/01/2021,,,TRUE,industrial,cement/building,FALSE,,,,,operating
TZPWR2403000054406U000,TZPWR2403000054406,Hub power plant - 1,Hub power plant,operating,heavy-fuel-oil,steam-turbine,323,MW,PAK,PAK-BA,24.90624657,66.69461507,exact,NA,NA,NA,NA,01/01/1997,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054406U001,TZPWR2403000054406,Hub power plant - 2,Hub power plant,operating,heavy-fuel-oil,steam-turbine,323,MW,PAK,PAK-BA,24.90624657,66.69461507,exact,NA,NA,NA,NA,01/01/1997,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054406U002,TZPWR2403000054406,Hub power plant - 3,Hub power plant,operating,heavy-fuel-oil,steam-turbine,323,MW,PAK,PAK-BA,24.90624657,66.69461507,exact,NA,NA,NA,NA,01/01/1997,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054406U003,TZPWR2403000054406,Hub power plant - 4,Hub power plant,operating,heavy-fuel-oil,steam-turbine,323,MW,PAK,PAK-BA,24.90624657,66.69461507,exact,NA,NA,NA,NA,01/01/1997,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054407U000,TZPWR2403000054407,Hubco power station - Unit 1,Hubco power station,operating,coal-unspecified,supercritical,660,MW,PAK,PAK-BA,24.914675,66.68876,exact,NA,NA,NA,NA,01/01/2019,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054407U001,TZPWR2403000054407,Hubco power station - Unit 2,Hubco power station,operating,coal-unspecified,supercritical,660,MW,PAK,PAK-BA,24.914675,66.68876,exact,NA,NA,NA,NA,01/01/2019,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054408U000,TZPWR2403000054408,Hunza power station - 1,Hunza power station,committed,agricultural-waste-solids,biomass,49,MW,PAK,PAK-PB,31.1163,72.0555,exact,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054409U000,TZPWR2403000054409,Hydrochina Dawood wind farm,Hydrochina Dawood wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,24.6719,67.4953,exact,NA,NA,NA,NA,01/01/2017,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054410U000,TZPWR2403000054410,Indus Sugar Mill power station - 1,Indus Sugar Mill power station,committed,agricultural-waste-solids,biomass,30,MW,PAK,PAK-PB,29.0135,70.3333,exact,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054411U000,TZPWR2403000054411,Indus Wind Energy Farm,Indus Wind Energy Farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,24.9358,67.713,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054412U000,TZPWR2403000054412,Iran-Pak wind farm,Iran-Pak wind farm,inactive,NA,wind-onshore,50,MW,PAK,PAK-SD,25.0139,67.9836,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,shelved
TZPWR2403000054413U000,TZPWR2403000054413,Ittefaq Sugar Mills power station - 1,Ittefaq Sugar Mills power station,committed,agricultural-waste-solids,biomass,31,MW,PAK,PAK-PB,30.5253,73.2013,exact,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054414U000,TZPWR2403000054414,Jamshoro power station - 1-1,Jamshoro power station,operating,fuel-oil,steam-turbine,250,MW,PAK,PAK-SD,25.472717,68.265811,exact,NA,NA,NA,NA,01/01/1990,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054414U001,TZPWR2403000054414,Jamshoro power station - 2-1,Jamshoro power station,operating,natural-gas,steam-turbine,200,MW,PAK,PAK-SD,25.472717,68.265811,exact,fuel-oil,NA,NA,NA,01/01/1989,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054414U002,TZPWR2403000054414,Jamshoro power station - 2-2,Jamshoro power station,operating,natural-gas,steam-turbine,200,MW,PAK,PAK-SD,25.472717,68.265811,exact,fuel-oil,NA,NA,NA,01/01/1990,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054414U003,TZPWR2403000054414,Jamshoro power station - 2-3,Jamshoro power station,operating,natural-gas,steam-turbine,200,MW,PAK,PAK-SD,25.472717,68.265811,exact,fuel-oil,NA,NA,NA,01/01/1991,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054414U004,TZPWR2403000054414,Jamshoro power station - Unit 5,Jamshoro power station,committed,sub-bituminous,supercritical,660,MW,PAK,PAK-SD,25.472222,68.266111,exact,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,under_construction
TZPWR2403000054414U005,TZPWR2403000054414,Jamshoro power station - Unit 6,Jamshoro power station,committed,lignite,supercritical,660,MW,PAK,PAK-SD,25.472222,68.266111,exact,NA,NA,NA,NA,01/01/2029,,,FALSE,,,FALSE,,,,,permitted
TZPWR2403000054415U000,TZPWR2403000054415,Japan Power Generation power plant - 1:24,Japan Power Generation power plant,inactive,heavy-fuel-oil,internal-combustion-combined-cycle,120,MW,PAK,PAK-PB,31.32576324,74.26228341,exact,NA,NA,NA,NA,01/01/2000,01/01/2017,,FALSE,,,FALSE,,,,,retired
TZPWR2403000054416U000,TZPWR2403000054416,Javed solar farm,Javed solar farm,committed,NA,photovoltaic-unspecified,49.5,MWp/dc,PAK,PAK-TA,34.6823,71.4284,approximate,NA,NA,NA,NA,01/01/2024,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054417U000,TZPWR2403000054417,Jhang Bahtar solar project,Jhang Bahtar solar project,operating,NA,photovoltaic-unspecified,12.5,MWp/dc,PAK,PAK-PB,33.691,72.723,approximate,NA,NA,NA,NA,01/01/2019,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054418U000,TZPWR2403000054418,Jhang Nishat Chunian power station - Unit 1,Jhang Nishat Chunian power station,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-PB,30.583333,71.65,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054419U000,TZPWR2403000054419,Jhang Nishat Mills power station - Unit 1,Jhang Nishat Mills power station,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-PB,30.583333,71.65,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054420U000,TZPWR2403000054420,Jhang solar farm,Jhang solar farm,committed,NA,photovoltaic-unspecified,600,MW,PAK,PAK-PB,31.1657,72.0962,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054421U000,TZPWR2403000054421,Jhimpir Power (Burj Capital) wind farm,Jhimpir Power (Burj Capital) wind farm,operating,NA,wind-onshore,50,MW,PAK,PAK-SD,25.1384,68.0452,exact,NA,NA,NA,NA,01/01/2018,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054422U000,TZPWR2403000054422,Jinnah hydroelectric plant,Jinnah hydroelectric plant,operating,water,hydro-run-of-river,96,MW,PAK,PAK-PB,32.9271,71.5036,exact,NA,NA,NA,NA,01/01/2013,,,FALSE,,,FALSE,,,,Indus River,operating
TZPWR2403000054423U000,TZPWR2403000054423,KAPCO power station - 1,KAPCO power station,operating,natural-gas,combined-cycle,533,MW,PAK,PAK-PB,30.4458411,70.982274,exact,fuel-oil,diesel,NA,NA,01/01/1996,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054423U001,TZPWR2403000054423,KAPCO power station - 2,KAPCO power station,operating,natural-gas,combined-cycle,533,MW,PAK,PAK-PB,30.4458411,70.982274,exact,fuel-oil,diesel,NA,NA,01/01/1996,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054423U002,TZPWR2403000054423,KAPCO power station - 3,KAPCO power station,operating,natural-gas,combined-cycle,534,MW,PAK,PAK-PB,30.4458411,70.982274,exact,fuel-oil,diesel,NA,NA,01/01/1996,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054424U000,TZPWR2403000054424,Kaigah hydroelectric plant,Kaigah hydroelectric plant,committed,water,hydro-reservoir,548,MW,PAK,PAK-NW,34.5001,73.2501,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Kandiah River,pre_construction
TZPWR2403000054425U000,TZPWR2403000054425,Kalabagh hydroelectric plant,Kalabagh hydroelectric plant,committed,water,hydro-reservoir,3600,MW,PAK,PAK-PB,31.7801,72.2914,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Indus River,pre_construction
TZPWR2403000054426U000,TZPWR2403000054426,Kalam-Asrit hydroelectric plant,Kalam-Asrit hydroelectric plant,committed,water,hydro-run-of-river,197,MW,PAK,PAK-NW,34.931,72.4174,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Swat River,pre_construction
TZPWR2403000054427U000,TZPWR2403000054427,Kapco power station - --,Kapco power station,inactive,coal-unspecified,coal-unspecified,660,MW,PAK,PAK-PB,31.715,73.985,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054428U000,TZPWR2403000054428,Karachi nuclear power plant - 1,Karachi nuclear power plant,inactive,uranium,pressurized-heavy-water-reactor,100,MW,PAK,PAK-SD,24.845,66.7888,exact,NA,NA,NA,NA,01/01/1972,01/08/2021,,FALSE,,,FALSE,,,,,retired
TZPWR2403000054428U001,TZPWR2403000054428,Karachi nuclear power plant - 2,Karachi nuclear power plant,operating,uranium,pressurized-water-reactor,1100,MW,PAK,PAK-SD,24.845,66.7888,exact,NA,NA,NA,NA,01/01/2021,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054428U002,TZPWR2403000054428,Karachi nuclear power plant - 3,Karachi nuclear power plant,operating,uranium,pressurized-water-reactor,1100,MW,PAK,PAK-SD,24.845,66.7888,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054429U000,TZPWR2403000054429,Karot hydroelectric plant,Karot hydroelectric plant,operating,water,hydro-run-of-river,720,MW,PAK,PAK-PB,33.6013,73.607,exact,NA,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,Jhelum River,operating
TZPWR2403000054430U000,TZPWR2403000054430,Karrang hydroelectric plant,Karrang hydroelectric plant,inactive,water,hydro-unspecified,458,MW,PAK,PAK-NW,34.5001,73.2501,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Kondia River,inactive
TZPWR2403000054431U000,TZPWR2403000054431,Kashmir Sugar Mills power station - 1,Kashmir Sugar Mills power station,committed,wood-and-other-biomass-solids,biomass,40,MW,PAK,PAK-PB,30.8236,72.1429,exact,NA,NA,NA,NA,01/01/2023,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054432U000,TZPWR2403000054432,Keti Bandar power station - Unit 1,Keti Bandar power station,planned,lignite,coal-unspecified,660,MW,PAK,PAK-SD,24.15,67.45,approximate,NA,NA,NA,NA,01/01/2025,,,FALSE,,,FALSE,,,,,pre_permit
TZPWR2403000054432U001,TZPWR2403000054432,Keti Bandar power station - Unit 2,Keti Bandar power station,planned,lignite,coal-unspecified,660,MW,PAK,PAK-SD,24.15,67.45,approximate,NA,NA,NA,NA,01/01/2025,,,FALSE,,,FALSE,,,,,pre_permit
TZPWR2403000054433U000,TZPWR2403000054433,Keyal Khwar hydroelectric plant,Keyal Khwar hydroelectric plant,committed,water,hydro-run-of-river,128,MW,PAK,PAK-NW,34.9027,72.807,exact,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,Keyal Khwar Nallah River,pre_construction
TZPWR2403000054434U000,TZPWR2403000054434,Khalifa Refinery power station - 1:12,Khalifa Refinery power station,operating,heavy-fuel-oil,internal-combustion-combined-cycle,115.5,MW,PAK,PAK-SD,24.99997579,66.90727742,exact,light-fuel-oil,NA,NA,NA,01/01/2022,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054435U000,TZPWR2403000054435,Khan Khawar hydroelectric plant,Khan Khawar hydroelectric plant,operating,water,hydro-reservoir,72,MW,PAK,PAK-NW,34.9028,72.8075,exact,NA,NA,NA,NA,01/01/2012,,,FALSE,,,FALSE,,,,Khan Khwar River,operating
TZPWR2403000054436U000,TZPWR2403000054436,Khuzdar (Engro Energy) solar farm - 1,Khuzdar (Engro Energy) solar farm,committed,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,27.8202,66.6578,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054436U001,TZPWR2403000054436,Khuzdar (Engro Energy) solar farm - 2,Khuzdar (Engro Energy) solar farm,committed,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,27.8202,66.6578,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054437U000,TZPWR2403000054437,Khuzdar (IB Voght) solar farm,Khuzdar (IB Voght) solar farm,committed,NA,photovoltaic-unspecified,50,MW,PAK,PAK-BA,27.8202,66.6578,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,pre_construction
TZPWR2403000054438U000,TZPWR2403000054438,Kohala hydroelectric plant,Kohala hydroelectric plant,committed,water,hydro-reservoir,1118,MW,PAK,PAK-PB,33.5295,72.973,approximate,NA,NA,NA,NA,01/01/2025,,,FALSE,,,FALSE,,,,Jhelum River,pre_construction
TZPWR2403000054439U000,TZPWR2403000054439,Kohinoor Energy Limited power plant - 1:8,Kohinoor Energy Limited power plant,operating,heavy-fuel-oil,internal-combustion-combined-cycle,120,MW,PAK,PAK-PB,31.26334622,74.1877071,exact,NA,NA,NA,NA,01/01/1994,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054439U001,TZPWR2403000054439,Kohinoor Energy Limited power plant - 9,Kohinoor Energy Limited power plant,operating,heavy-fuel-oil,steam-turbine,8,MW,PAK,PAK-PB,31.26334622,74.1877071,exact,NA,NA,NA,NA,01/01/1994,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054440U000,TZPWR2403000054440,Korangi Creek Industrial power station - 1,Korangi Creek Industrial power station,inactive,natural-gas,combined-cycle,54,MW,PAK,PAK-PB,24.80324334,67.10204592,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,shelved
TZPWR2403000054441U000,TZPWR2403000054441,Korangi Town power station - 1,Korangi Town power station,operating,natural-gas,internal-combustion-combined-cycle,87.648,MW,PAK,PAK-SD,24.85860842,67.13125467,approximate,liquified-natural-gas,NA,NA,NA,01/01/2009,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054442U000,TZPWR2403000054442,Korangi power station - 1,Korangi power station,operating,natural-gas,combined-cycle,248,MW,PAK,PAK-SD,24.7855289,67.1376789,exact,diesel,NA,NA,NA,01/01/2015,,,FALSE,,,FALSE,,,,,operating
TZPWR2403000054442U001,TZPWR2403000054442,Korangi power station - 2,Korangi power station,inactive,natural-gas,combined-cycle,250,MW,PAK,PAK-SD,24.7855289,67.1376789,exact,fuel-oil,NA,NA,NA,,,,FALSE,,,FALSE,,,,,cancelled
TZPWR2403000054443U000,TZPWR2403000054443,Kotli hydroelectric plant,Kotli hydroelectric plant,inactive,water,hydro-unspecified,100,MW,PAK,PAK-JK,33.8441,73.7966,approximate,NA,NA,NA,NA,,,,FALSE,,,FALSE,,,,,inactive
TZPWR2403000054444U000,TZPWR2403000054444,Kotri power station - 1,Kotri power station,inactive,natural-gas,combined-cycle,144,MW,PAK,PAK-SD,25.340932,68.255925,exact,diesel,NA,NA,NA,01/01/1979,01/01/2020,,FALSE,,,FALSE,,,,,retired
