YEAR,battery-technology,bioenergy-power,coal-subcritical,gas-CCGT,gas-OCGT,hydropower,oil-internal-combustion-engine,solar-pv,windonshore-power
2023,0.0,2.1286800000008514,4.257360000001704,0.0,0.0,2.6364095999999995,0.6836021333307836,0.3737016,0.0
2024,0.0,0.39612407531724775,3.4484616000013792,0.0,0.0,6.192093599999999,0.052356055610091844,0.3737016,0.1512433290712854
2025,0.0,0.7406913317976047,3.3207408000013277,0.0,0.0,6.192093599999999,0.15912457865128307,0.5294106,0.23446030332312237
2026,0.0,0.8268584241554264,3.193020000001277,0.0,0.0,6.799161599999999,0.18596591062906065,0.5294106,0.23446030332312237
2027,0.0,0.3671474938790945,3.0652992000012262,0.0,0.0,8.23766689858136,0.0009267733166328902,0.5271768,0.19441014474835414
2028,0.0,0.3942,2.895004800001158,0.0,0.0,8.8805376,0.1158232546623941,0.5294106,0.23446030332312237
2029,0.0,0.3942,3.022826041916667,0.0,0.0,8.8805376,0.1756144536444446,0.5294106,0.7384679999999996
2030,0.0,0.0,2.6395632000010556,0.0,0.0,9.498068407507771,0.0,0.4936698,1.8380312929100555
2031,0.0,0.008368694644444662,2.5118424000010044,0.0,0.0,9.972135557900108,0.0,0.5227092,2.221151481012222
2032,0.0,0.16238201486666687,2.3841216000009537,0.0,0.0,10.464664803475715,0.0,0.5227092,2.5098487038777773
2033,0.0,0.3461518200555559,2.256400800000903,0.0,0.0,11.619114600442222,0.0,0.5227092,2.149667396799097
2034,0.0,0.3942,2.128680000000852,0.0,0.0,12.15757910882137,0.14546142492222286,0.5227092,2.4407984058888896
2035,0.0,0.3942,2.5341973359777783,0.0,0.0,12.414441656200001,0.3492270388444447,0.5294106,2.5107911999999994
2036,0.7134734651666665,0.37787691241111143,3.8881225136777777,0.0,0.0,12.4188768,0.0,0.5294106,2.5107911999999994
2037,1.0345676886906667,0.3808003135666665,4.206324431218222,0.0,0.0,12.4188768,0.0,1.2537144166706675,2.5107911999999994
2038,1.339123495047927,0.38387865497777784,4.257360000001703,0.0,0.0,12.4188768,0.0,2.3004373860538525,2.5107911999999994
2039,1.646364850582077,0.38712014849999965,4.197205799406227,0.0,0.0,12.4188768,0.0,3.516531327282665,2.5107911999999994
2040,2.1533811977623842,0.41164955663799335,2.7410096999329525,0.0,0.0,12.4188768,0.0,6.168815858195732,2.5107911999999994
2041,2.313438621930187,0.3698415281764556,2.5747925470998725,0.0,0.0,12.4188768,0.0,6.37620491512307,3.7967379094339364
2042,3.0023090814654156,0.5166056318444886,0.63072,0.09997813747935302,0.0,12.487889743120368,0.0,6.418022546328745,6.7366696871492895
2043,3.2000126897121177,0.5583821923691191,0.8514720000003405,0.6058994379919646,0.0,12.487889743120368,0.0,7.01903724377738,6.79236907320751
2044,3.2867805803610373,0.5622003508034765,0.7884,1.4154624659018757,0.0,12.439545479254123,0.0,7.817769954899695,6.79236907320751
2045,3.5444105556716425,0.3830961690132739,0.7884,2.2927009560798646,0.0,12.439545479254122,0.0,8.699870254689685,6.79236907320751
2046,3.530733586257984,0.4377935903221937,0.7884,3.382748808724105,0.0,12.487889743120368,0.0,9.219112023136528,6.744024809341265
2047,3.5180437510399187,0.5801607100950776,0.8514720000003405,4.750940222674046,0.0,12.487889743120368,0.0,9.349315581224875,6.79236907320751
2048,3.580184890263628,1.3974629244419807,0.5116149173506721,5.876221845800238,0.0,12.487889743120368,0.07832134913954916,9.513311285761914,6.79236907320751
2049,3.856999259463768,3.3417579100270682,0.2044039112691132,6.181469968049772,2.853476212212739e-15,12.487889743120368,0.06769433542829585,9.524437328064554,6.792369073207511
2050,3.933048930165813,5.716048456317823,0.07884,6.181469968049772,2.853476212212739e-15,12.487889743120368,0.02047788066218726,9.368728328064554,6.792369073207511
