YEAR,battery-technology,bioenergy-power,coal-subcritical,coal-supercritical,coal-supercritical-CCS,coal-ultrasupercritical,gas-CCGT,gas-CCGT-CCS,gas-OCGT,geo-power,hydropower,nuclear-power,oil-internal-combustion-engine,solar-pv,transmission,windoffshore-power,windonshore-power
2041,1140.1370329946913,595.7617312464282,85.58721537951602,198.05455421685093,0.0,132.74841678674636,615.346262440044,1127.9619959984059,0.0,2593.571772378835,2444.076924007294,481.2982578934058,258.0434885609155,3451.474687284531,584.9226865942209,8849.541690472284,4481.904248343895
2042,1350.027910160794,599.2297102060776,85.58721537951602,198.05455421685093,0.0,132.74841678674636,626.4633816424044,1270.0024488379095,0.0,2593.571772378835,2444.076924007294,1091.6209803498725,258.0434885609155,3451.474687284531,682.7541307544213,10456.31375845502,4906.169119778196
2043,1647.8242194828276,601.6556634877335,85.58721537951602,198.05455421685093,0.0,132.74841678674636,669.219177785605,1362.9320183579298,0.0,2593.571772378835,2444.076924007294,1889.5288594763433,258.0434885609155,3451.474687284531,786.0205488690293,12418.375500124755,4999.795736904392
2044,1910.1893348319668,604.6608131153847,85.58721537951602,198.05455421685093,0.0,132.74841678674636,698.9867876193991,1453.687498829897,0.0,2593.571772378835,2444.076924007294,2660.4665337446713,258.0434885609155,3451.474687284531,895.8867004721649,14678.502159938636,4999.795736904392
2045,2238.796208856075,634.8389263628753,85.58721537951602,198.05455421685093,0.0,132.74841678674636,718.8515752400183,1453.6874988298969,0.0,2629.8225868969,2444.0769240072946,3688.6913278363522,258.0434885609155,3451.474687284531,1012.3525855638279,17277.896432657177,4999.795736904392
2046,2670.09306371156,634.8389263628753,85.58721537951602,198.05455421685093,0.0,132.74841678674636,718.8515752400183,1453.6874988298969,0.0,2629.8225868969,2444.0769240072946,3927.140261535189,258.0434885609155,3451.474687284531,1135.677017222,20267.485779653503,4999.795736904392
2047,3142.9278265969942,634.8389263628753,85.58721537951602,198.05455421685093,0.0,132.74841678674636,718.8515752400183,1469.925916637499,0.0,2629.8225868969,2444.0769240072946,3927.140261535189,258.0434885609155,3451.474687284531,1266.5070281416342,23666.158475033273,5001.797573108214
2048,3525.7331971704766,648.3648676984267,85.58721537951602,198.05455421685093,0.0,132.74841678674636,718.8515752400183,1650.061797275192,0.0,2629.8225868969,2444.0769240072946,3927.140261535189,258.0434885609155,3451.474687284531,1404.9717817884139,27240.452765789836,5001.797573108214
2049,3969.0139175200566,646.9527039550308,85.58721537951602,198.05455421685093,0.0,132.74841678674636,718.8515752400183,1839.7104012566406,0.0,2636.001929113792,2444.0769240072946,3927.140261535189,258.0434885609155,3263.2697684272935,1551.848170176021,30989.534528382326,5001.797573108214
2050,4506.647701513683,665.8096255675157,85.58721537951602,198.05455421685093,0.0,132.74841678674636,718.8515752400183,2127.2897205248146,0.0,2636.001929113792,2444.0769240072946,3927.140261535189,258.0434885609155,3016.7519524554455,1707.653746544603,34921.370185293024,5001.797573108214
